"","it","dim","N","pr","lh","prior"
"9142",9142,5,240.671961897501,0.00353638691305798,-8396.26568770889,-1731.5241425059
"9143",9143,5,288.057166154375,0.0004401321507993,-8400.83296235446,-1737.73999366968
"9144",9144,5,245.406222051668,0.0013476799797245,-8404.14499112601,-1718.30175267526
"9145",9145,5,239.522364177283,0.00123549533098946,-8405.40300268574,-1725.14584049529
"9146",9146,5,238.81168170784,0.00383826969734328,-8399.55048772618,-1730.55675932256
"9147",9147,5,269.294328912536,0.00106428969740379,-8440.68593689696,-1685.57075209605
"9148",9148,5,195.334160203572,0.00400330187494734,-8408.23546270819,-1719.76679157962
"9149",9149,5,221.917821012643,0.000312790134653999,-8401.32056392561,-1728.42298394929
"9150",9150,5,215.829165329803,0.00118353014946189,-8369.82893066853,-1753.65873973675
"9151",9151,5,259.514042982143,0.00167500558891679,-8376.47291542129,-1750.46320164555
"9152",9152,5,222.901609588403,0.00119087965756489,-8375.2874652782,-1746.50996071078
"9153",9153,5,173.565269308499,0.0031793087462627,-8406.78101790901,-1720.32363087298
"9154",9154,5,172.751872670099,0.000877241111422076,-8405.97528418735,-1722.28098310731
"9155",9155,5,305.378690640818,0.0018539859236633,-8381.42280906676,-1748.28267715378
"9156",9156,5,247.032733956503,0.00411642528385519,-8397.28407971043,-1731.07907747388
"9157",9157,5,183.290972684155,0.00182192727701302,-8377.21947209482,-1741.93180046386
"9158",9158,5,214.259135196854,0.00274230038645803,-8379.61389486683,-1744.49917242668
"9159",9159,5,139.272176220111,0.00138054024782309,-8377.0836541989,-1748.98837468199
"9160",9160,5,234.502689772808,0.0012360089756077,-8379.62406420945,-1745.19310214377
"9161",9161,5,244.860350436564,0.00541350392420174,-8375.98622087293,-1754.70876278925
"9162",9162,5,309.912149796782,0.00311812445565355,-8404.93747178479,-1719.11915294779
"9163",9163,5,166.138135617982,0.00176784132340071,-8433.7517655588,-1692.77018203363
"9164",9164,5,202.569449854972,0.00223994785989899,-8433.99573364105,-1691.4706758423
"9165",9165,5,236.453725978946,0.00177124656822693,-8402.0865139511,-1723.32688891066
"9166",9166,5,223.235775410005,0.000452850928334506,-8419.02914201681,-1714.85973240565
"9167",9167,5,234.180163539837,0.0046838169425455,-8409.02492321623,-1719.03132482506
"9168",9168,5,142.326726561958,0.00336347225256115,-8410.17325558118,-1720.66368720849
"9169",9169,5,209.015667169896,0.00116505831233281,-8373.65363893896,-1749.27046588116
"9170",9170,5,176.429461418714,0.00299734714757965,-8375.7574876265,-1748.59649872643
"9171",9171,5,301.582548198257,0.000466612589740224,-8403.79784539986,-1728.42373544537
"9172",9172,5,202.486994103027,0.00187965658688563,-8439.69135080161,-1685.90999664161
"9173",9173,5,267.7602324951,0.00155908800762967,-8442.53441203338,-1694.39324701395
"9174",9174,5,348.684982757296,0.00180437121258954,-8403.93549384887,-1727.00349490397
"9175",9175,5,276.582781385466,0.0015787225630602,-8378.25279101932,-1749.13494809964
"9176",9176,5,200.209839853516,0.00184550553489848,-8410.96601463294,-1713.47760820512
"9177",9177,5,318.069836119619,0.00193747882112761,-8368.15082492235,-1763.79356677362
"9178",9178,5,220.963565849609,0.00289909275787534,-8404.3484833551,-1718.61863999318
"9179",9179,5,229.227614599075,0.00204863475680097,-8403.52497355859,-1723.08905491047
"9180",9180,5,204.059661226274,0.000705087295082891,-8408.20896093946,-1728.09669836915
