"","it","t_mid","K","time","br","pr"
"3474",771,16.1399516393784,186.241802393321,-34.9570409213429,827,0.0855961330973895
"3475",771,16.3653090671418,234.013778317817,-33.240737973797,54,0.0243968312092783
"3476",771,27.0233958762482,217.887014635478,-45.0885947290617,272,0.0250605464065802
"3477",772,11.0822301574002,483.613165177731,-36.986893878564,956,0.642482733912193
"3478",772,17.5039221931676,547.078577695169,-30.9310704163216,554,0.0994585687055165
"3479",772,21.4888514834931,452.955532182356,-32.1753126760049,664,0.0977282199157234
"3480",772,18.4766371285743,201.613685827064,-36.1630054408712,716,0.091092167219877
"3481",772,27.3526855776516,616.604928355553,-33.2688621617279,54,0.0291773449263088
"3482",772,45.3413008398752,348.750859627764,-45.5548565620385,272,0.0345268641898443
"3483",773,11.4436050653607,510.969546673162,-36.9369177832316,956,0.62655313440497
"3484",773,10.0412647727559,285.375526700956,-31.0507979839676,554,0.107454344756328
"3485",773,11.5405424688228,225.611396097202,-31.7541321442756,664,0.0991776023473397
"3486",773,11.9440450893479,117.871345641173,-34.9117872067535,827,0.0949779475715224
"3487",773,4.21961407612237,56.3745998956014,-33.022898288975,54,0.0358269415113841
"3488",773,7.2102066924779,55.192353439173,-46.2084541350235,272,0.0317751262849129
"3489",774,14.4281498026046,623.672465120275,-36.9684479137737,956,0.612685421073304
"3490",774,11.0326547314414,303.80300484976,-30.9753839601203,554,0.101871547858214
"3491",774,11.5098402011641,251.018771478434,-31.665694381503,664,0.116543561502067
"3492",774,15.1036242986747,128.942597424038,-36.6587737787597,716,0.0855051779041011
"3493",774,26.4112734645154,559.940411459059,-33.4145485356813,54,0.0336251085700616
"3494",774,21.8255366309505,133.585461282502,-46.0077289746328,272,0.0457551116973781
"3495",775,11.4479961397482,479.362482431595,-36.9818003277649,956,0.637362883724243
